inf, index: 0
inf, index: 1
inf, index: 2
inf, index: 3
inf, index: 4
inf, index: 5
inf, index: 6
inf, index: 7
inf, index: 8
inf, index: 9
inf, index: 10
inf, index: 11
inf, index: 12
inf, index: 13
inf, index: 14
inf, index: 15
inf, index: 16
inf, index: 17
inf, index: 18
inf, index: 19
inf, index: 20
inf, index: 21
inf, index: 22
inf, index: 23
inf, index: 24
inf, index: 25
inf, index: 26
inf, index: 27
inf, index: 28
inf, index: 29
inf, index: 30
inf, index: 31
inf, index: 32
inf, index: 33
inf, index: 34
inf, index: 35
inf, index: 36
inf, index: 37
inf, index: 38
inf, index: 39
inf, index: 40
inf, index: 41
inf, index: 42
inf, index: 43
inf, index: 44
inf, index: 45
inf, index: 46
inf, index: 47
inf, index: 48
inf, index: 49
inf, index: 50
inf, index: 51
inf, index: 52
inf, index: 53
inf, index: 54
inf, index: 55
inf, index: 56
inf, index: 57
inf, index: 58
inf, index: 59
0.12300000339746475, index: 60
0.12300000339746475, index: 61
0.12300000339746475, index: 62
0.12200000137090683, index: 63
inf, index: 64
inf, index: 65
inf, index: 66
inf, index: 67
3.503999948501587, index: 68
3.503999948501587, index: 69
3.559999942779541, index: 70
3.5759999752044678, index: 71
3.568000078201294, index: 72
3.563999891281128, index: 73
3.563999891281128, index: 74
3.572000026702881, index: 75
3.568000078201294, index: 76
inf, index: 77
inf, index: 78
inf, index: 79
inf, index: 80
inf, index: 81
inf, index: 82
inf, index: 83
inf, index: 84
inf, index: 85
3.5880000591278076, index: 86
3.5880000591278076, index: 87
3.552000045776367, index: 88
3.552000045776367, index: 89
3.5320000648498535, index: 90
3.5239999294281006, index: 91
3.5160000324249268, index: 92
3.5799999237060547, index: 93
3.5840001106262207, index: 94
3.5920000076293945, index: 95
3.5959999561309814, index: 96
3.0920000076293945, index: 97
3.0920000076293945, index: 98
3.063999891281128, index: 99
3.007999897003174, index: 100
2.98799991607666, index: 101
2.9679999351501465, index: 102
2.9200000762939453, index: 103
2.8959999084472656, index: 104
2.868000030517578, index: 105
2.8399999141693115, index: 106
2.8440001010894775, index: 107
2.8480000495910645, index: 108
2.868000030517578, index: 109
3.0199999809265137, index: 110
3.0199999809265137, index: 111
2.940000057220459, index: 112
2.936000108718872, index: 113
2.9839999675750732, index: 114
3.0239999294281006, index: 115
3.0280001163482666, index: 116
3.0280001163482666, index: 117
3.0360000133514404, index: 118
3.0399999618530273, index: 119
3.055999994277954, index: 120
3.072000026702881, index: 121
inf, index: 122
inf, index: 123
3.1040000915527344, index: 124
3.1040000915527344, index: 125
3.119999885559082, index: 126
3.124000072479248, index: 127
3.124000072479248, index: 128
0.6919999718666077, index: 129
0.6919999718666077, index: 130
0.6859999895095825, index: 131
0.6859999895095825, index: 132
0.6819999814033508, index: 133
0.6819999814033508, index: 134
0.6819999814033508, index: 135
0.6819999814033508, index: 136
0.6859999895095825, index: 137
0.6880000233650208, index: 138
0.4729999899864197, index: 139
0.4729999899864197, index: 140
0.4699999988079071, index: 141
0.46799999475479126, index: 142
0.46799999475479126, index: 143
0.4659999907016754, index: 144
0.4650000035762787, index: 145
0.46399998664855957, index: 146
0.4620000123977661, index: 147
0.4620000123977661, index: 148
0.4620000123977661, index: 149
0.46000000834465027, index: 150
0.46000000834465027, index: 151
0.4580000042915344, index: 152
0.4580000042915344, index: 153
0.4569999873638153, index: 154
0.4560000002384186, index: 155
0.4560000002384186, index: 156
0.45500001311302185, index: 157
0.45399999618530273, index: 158
0.45399999618530273, index: 159
0.4519999921321869, index: 160
0.4519999921321869, index: 161
0.45100000500679016, index: 162
0.4519999921321869, index: 163
0.4519999921321869, index: 164
0.45100000500679016, index: 165
0.44999998807907104, index: 166
0.44999998807907104, index: 167
0.44999998807907104, index: 168
0.44999998807907104, index: 169
0.44999998807907104, index: 170
0.44999998807907104, index: 171
0.44999998807907104, index: 172
0.4490000009536743, index: 173
0.4490000009536743, index: 174
0.44999998807907104, index: 175
0.44999998807907104, index: 176
0.44999998807907104, index: 177
0.44999998807907104, index: 178
0.44999998807907104, index: 179
0.44999998807907104, index: 180
0.44999998807907104, index: 181
0.45100000500679016, index: 182
0.45100000500679016, index: 183
0.45100000500679016, index: 184
0.4519999921321869, index: 185
0.4519999921321869, index: 186
0.4519999921321869, index: 187
0.45399999618530273, index: 188
0.45399999618530273, index: 189
0.45399999618530273, index: 190
0.45500001311302185, index: 191
0.45500001311302185, index: 192
0.45500001311302185, index: 193
0.4560000002384186, index: 194
0.4569999873638153, index: 195
0.4580000042915344, index: 196
0.45899999141693115, index: 197
0.45899999141693115, index: 198
0.46000000834465027, index: 199
0.46299999952316284, index: 200
0.46299999952316284, index: 201
0.46299999952316284, index: 202
0.4650000035762787, index: 203
0.4659999907016754, index: 204
0.4659999907016754, index: 205
0.46700000762939453, index: 206
0.46799999475479126, index: 207
0.4699999988079071, index: 208
0.47200000286102295, index: 209
0.4729999899864197, index: 210
0.4740000069141388, index: 211
0.47600001096725464, index: 212
inf, index: 213
inf, index: 214
1.2940000295639038, index: 215
1.2940000295639038, index: 216
inf, index: 217
1.3040000200271606, index: 218
1.3040000200271606, index: 219
